4-part vocal	4-part vocal	vocal	polyphonic			
abstract	abstract			
adagio	adagio	tempo			
affettuoso	affettuoso	style			
agnus dei	agnus dei	mass			
air	air	song			
air de cour	air de cour	song			
air de court	air de cour			
aire	air			
aire de cour	air de cour			
alemaigne	allemande			
allemand	allemande			
alemano	allemande			
allegro	allegro	tempo			
allemaingne	allemande			
allemande	allemande	dance			
allemande amour	allemande amour	allemande			
almain	allemande			
almain	allemande			
almaine	allemande			
alman	allemande			
alman	allemande			
almanda	allemande			
almande	allemande			
almayne	allemande			
alto	alto	part			
altus	alto			
ander nacken op den rhin	tandernacken			
angelica	angelica	abstract			
angelicum	angelica			
angelique	angelica			
anglaise	anglaise	dance			
anglez	anglaise			
anthem	anthem	religious			
antiphon	antiphon	liturgical			
arabesque	arabesque	light			
aria	aria	operatic			
arie	aria			
arieta	arietta			
arietta	arietta	operatic			
ariette	arietta			
arioso	arioso	operatic			
auff und auff	auff und auff	dance			
aufzug	aufzug			
auffzugk	aufzug			
auffzug	aufzug			
ave maria	ave maria	liturgical			
ayre	air			
bagatela	bagatelle			
bagatella	bagatelle			
bagatelle	bagatelle	light			
balada	ballad			
baleto	ballet			
baletto	ballet			
ballad	ballad	song			
ballada	ballad			
ballade	ballad			
ballata	ballad			
balle	ballo			
ballet	ballet	dance			
balleto	ballet			
balletto	ballet			
ballo	ballo	dance			
ballo tedesca	allemande			
ballo tedesco	allemande			
ballo tedesco	allemande			
ballo todescho	allemande			
balo	ballo			
balo tedesco	allemande			
barcarola	barcarolle			
barcarole	barcarolle			
barcarolle	barcarolle	style	rhythm			
barriera	barriera	dance			
barzeletta	barzelletta			
barzelletta	barzelletta	frottola			
basdans	basse dance			
bass	bass	part			
bassa	bassa	dance			
bassa danza	basse dance			
bassadanza	basse dance			
bassadanza	basse dance			
basse dance	basse dance	dance			
basse danse	basse dance			
basso	bass			
bataglia	battle			
bataille	battle			
battle	battle	military			
battle galliard	battle galliard	battle	galliard			
benedictus	benedictus	mass			
benzenauer	benzenauer	dance			
berceuse	lullaby			
bergamasca	bergamasca	ground bass			
bergamasco	bergamasca			
bicinium	bicinium	duet			
bohemian dance	bohemian dance	dance			
bolero	bolero	dance			
boléro	bolero			
boree	bourrée			
bourasque	bourasque	dance			
bourée	bourée	dance			
brande	branle			
brando	branle			
brandt	branle			
branle	branle	dance			
branle commun	branle commun	branle			
branle coupé	branle coupé	branle			
branle courant	branle courant	branle			
branle de bourgogne	branle de bourgogne	branle			
branle de bourgoigne	branle de bourgogne			
branle de bourgongne	branle de bourgogne			
branle de champagne	branle de champaigne			
branle de champaigne	branle de champaigne	branle			
branle de guillemette	branle de guillemette	branle			
branle de hauberrois	branle de hauberrois	branle			
branle de haulbaroys	branle de hauberrois			
branle de haulberroys	branle de hauberrois			
branle de hault berrois	branle de hauberrois			
branle de la gavotte	branle de la gavotte	branle			
branle de la guerre	branle de la guerre	branle			
branle de malte	branle de malthe			
branle de malthe	branle de malthe	branle			
branle de montirandé	branle de montirandé	branle			
branle de paris	branle de paris	branle			
branle de poictou	branle de poitou			
branle de poictu	branle de poitou			
branle de poitou	branle de poitou	branle			
branle de village	branle de village	branle			
branle double	branle double	branle			
branle double de poitou	branle double de poitou	branle de poitou			
branle gai	branle gay			
branle gay	branle gay	branle			
branle nouveau	branle nouveau	branle			
branle pimontoise	branle pimontoise	branle			
branle pimontoyse	branle pimontoise			
branle simple	branle simple	branle			
branles	branle			
branlle	branle			
bransle	branle			
brant	branle			
bruynsmedelijn	allemande			
burato	burato	dance			
burre	bourée			
caccia	caccia	hunt			
cadence	cadence	pattern			
calatta	calata			
calata	calata	dance			
calata zigonze	calata zigonze	calata			
canarie	canarie	dance			
canaries	canarie			
canario	canarie			
canary	canarie			
cancion	canzona			
canción	canción	cancion			
cancion	cancion	song			
cancionero	cancionero	song			
cane dance	cane dance	dance			
canella	canella	dance			
canon	canon	abstract			
canon doble	double canon			
canon double	double canon			
canone	canon			
canone doppio	double canon			
canzon francese	canzon francese	chanson			
canson	chanson			
cantabile	cantabile	style			
cantar	cantiga			
cantata	cantata	vocal			
cantate	cantata			
cantica	cantiga			
canticle	canticle	religious			
cantico	canticle			
cantiga	cantiga	song			
cantilena	cantilena	song			
cantilène	cantilena			
cantinum	canticle			
cantique	canticle			
cantico	canticle			
canto	canto	cantus			
cantus	cantus	part			
canzon	canzona			
canzon	canzona			
canzona	canzona	song			
canzona napolitana	canzona napolitana	canzona			
canzone	canzona			
canzone	canzona			
canzonet	canzonetta			
canzoneta	canzonetta			
canzonete	canzonetta			
canzonetta	canzonetta	song	light			
canzonette	canzonetta			
canzun	canzona			
cançoneta	canzonetta			
capitolo	capitolo	frottola			
capriccio	capriccio	style			
caprice	capriccio			
capricho	capriccio			
cara cosa	cara cossa			
cara cossa	cara cossa	popular melody			
caracossa	cara cossa			
carillon	carillon	imitation			
carol	carol	song			
cascarda	cascarda	dance			
catch	catch	round			
ceremonial	ceremonial	thematic			
chacona	chaconne			
chaconne	chaconne	dance	ground bass			
chacony	chaconne			
chakona	chaconne			
chanson	chanson	song			
chant	plainchant			
chara cossa	cara cossa			
chiarentana	chiarenzana			
chiarenzana	chiarenzana	dance			
chirinitana	chiarenzana			
chi passa	chi passa	popular melody			
choeur	chorus			
chor	chorus			
choral	chorale			
chorale	chorale	religious			
chorea	chorea	dance			
